productId,categoryId,idGood,title,value,image,price,description,quantity,language
18,1,1,Combo Sách Kỹ Năng Bán Hàng - Marketing: Chiến Lược Marketing Cho Thị Trường Công Nghệ + Marketing Theo Phong Cách Sao Kim,219100,https://salt.tikicdn.com/cache/200x200/ts/product/ec/95/c3/1610cab38465684e2b38752e58155e03.JPG,219100,Sách mới,30,Tiếng Việt
19,1,1,Combo Chiến Lược Marketing Thao Túng Người Dùng: Cách Tạo Nội Dung Thao Túng Người Dùng + Chiến Lược Marketing Hoàn Hảo,212100,https://salt.tikicdn.com/cache/200x200/ts/product/ba/06/ef/e4833a1c3119c6930e33103003270854.JPG,212100,Sách mới,30,Tiếng Việt
20,1,1,Hackers Ielts: Speaking - Giỏi IELTS Không Tốn Mấy Đồng (Quà tặng: Cây viết Galaxy),144100,https://salt.tikicdn.com/cache/200x200/ts/product/8b/0b/ce/5c2e238cf59d99aa67403ab86ad8dc76.jpg,144100,Sách mới,30,Tiếng Việt
21,1,1,"America Shark Tank: Bùng Nổ Bán Hàng Cùng Shark Robert Herjavec(Tặng E-Book Bộ 10 Cuốn Sách Hay Về Kỹ Năng, Đời Sống, Kinh Tế Và Gia Đình - Tại App MCbooks)",114100,https://salt.tikicdn.com/cache/200x200/ts/product/33/3b/82/2ae88501b8b50d7493bdc82a7403eae7.jpg,114100,Sách mới,30,Tiếng Việt
22,1,1,Trở Thành Người Bán Hàng Xuất Sắc (Tái Bản),36100,https://salt.tikicdn.com/cache/200x200/ts/product/52/91/8e/d61fa59c6d2431e9fdf42a31b209ad31.jpg,36100,Sách mới,30,Tiếng Việt
23,1,1,HBR On Change Manegement - Quản Lý Sự Thay Đổi,143100,https://salt.tikicdn.com/cache/200x200/ts/product/5a/37/5b/56945dddb642f9f45be53707591e5e2f.jpg,143100,Sách mới,30,Tiếng Việt
24,1,1,Combo Sách Tối Ưu Hóa Thời Gian và Công Bằng Cuộc Sống Của Bạn: Quản Lý Thời Gian Chu Toàn Công Việc + Nghệ Thuật Quản Lý Thời Gian (cuộc đời bạn do bạn quyết định),182100,https://salt.tikicdn.com/cache/200x200/ts/product/68/13/3f/2c44f32735580755c12db341c79bcc01.jpg,182100,Sách mới,30,Tiếng Việt
25,1,1,Combo Sách Truyền Cảm Hứng Hay: Bước Vào Cửa Hiệu Nhiệm Màu + The Big Nine (Sách Kinh Tế Hay / Cẩm Nang Kinh Doanh Hiệu Qủa),242100,https://salt.tikicdn.com/cache/200x200/ts/product/25/e9/02/12051f36083265f4aee0ab924d60ea3a.jpg,242100,Sách mới,30,Tiếng Việt
26,3,1,Ngày Xưa Anh Hỡi,356100,https://dianhac.com.vn/upload/photo/2020/10/5-1603072176-6494981384-b7810fbe-3254-4c89-9e81-33ac55d2984a.jpeg,356100,Đĩa mới,30,Tiếng Việt
27,3,1,Thà rằng như thế... tôi đi tìm tôi,310100,https://dianhac.com.vn/upload/thumb/photo/2020/06/5-1592220068-8815510381-aba0d03b-f171-43ff-a400-d9e53b89a312.jpeg,310100,Đĩa mới,30,Tiếng Việt
28,3,1,Hương tình cũ,179100,https://dianhac.com.vn/upload/thumb/photo/2020/02/5-1581070773-9484255881-huong-tinh-cu.jpg,179100,Đĩa mới,30,Tiếng Việt
29,3,1,Moon,72100,https://dianhac.com.vn/upload/thumb/photo/2019/12/5-1577348048-2501025252-pham-thuy-dung.jpg,72100,Đĩa mới,30,Tiếng Việt
30,3,1,Lòi con dâng chúa,141100,https://dianhac.com.vn/upload/thumb/photo/2019/12/5-1575519762-3116185422-loi-con-dang-chua-dvh.jpg,141100,Đĩa mới,30,Tiếng Việt
31,3,1,Lời con dâng chúa 2,108100,https://dianhac.com.vn/upload/thumb/photo/2019/12/5-1575519762-3116185422-loi-con-dang-chua-dvh.jpg,108100,Đĩa mới,30,Tiếng Việt
32,3,1,"Phố à, phố ơi",168100,https://dianhac.com.vn/upload/thumb/photo/2019/11/5-1574824679-3998574780-hong-nhung-pho-a-pho-oi-350.jpg,168100,Đĩa mới,30,Tiếng Việt
33,3,1,Tình ca lính,63100,https://dianhac.com.vn/upload/thumb/photo/2020/10/5-1603070998-1809261548-7909830f-8fe3-411b-a56f-a832b5f2269e.jpeg,63100,Đĩa mới,30,Tiếng Việt
34,3,1,Một cõi tình phai,137100,https://dianhac.com.vn/upload/thumb/photo/2020/10/5-1603071387-7790629150-a42aea6f-9599-447f-99ea-fd40d4f519b0.jpeg,137100,Đĩa mới,30,Tiếng Việt
35,3,1,Nó và tôi,96100,https://dianhac.com.vn/upload/thumb/photo/2020/10/5-1602567703-1490347295-55e8c033-f490-4748-a421-56f027001d7e.jpeg,96100,Đĩa mới,30,Tiếng Việt
36,3,1,Tân cổ giao duyên,98100,https://dianhac.com.vn/upload/thumb/photo/2018/12/1-1545806775-6201746319-cd-tan-co-giao-duyen-song-que-huong-lan-chi-tam-mat-truoc.jpg,98100,Đĩa mới,30,Tiếng Việt
37,3,1,Evermore,76100,https://product.hstatic.net/1000304920/product/taylor-swift_evermore-cd-tracklist_ecadc7a65b404a38b29488abcc3fd029_master.jpg,76100,Đĩa mới,30,Tiếng Việt
38,3,1,Tuyển tập bài hát của Mỹ Tâm 1,96100,https://i.ytimg.com/vi/09Q3sy7qiSI/maxresdefault.jpg,96100,Đĩa mới,30,Tiếng Việt
39,3,1,Tuyển tập bài hát của Mỹ Tâm 2,288100,https://i.ytimg.com/vi/09Q3sy7qiSI/maxresdefault.jpg,288100,Đĩa mới,30,Tiếng Việt
40,3,1,Tuyển tập bài hát của Mỹ Tâm 3,182100,https://i.ytimg.com/vi/09Q3sy7qiSI/maxresdefault.jpg,182100,Đĩa mới,30,Tiếng Việt
41,3,1,Rap cùng Đen Vâu,319100,https://photo-resize-zmp3.zadn.vn/w480_r1x1_jpeg/cover/e/0/a/f/e0afea694968c6a4d90853970626d280.jpg,319100,Đĩa mới,30,Tiếng Việt
42,3,1,The best of Min,147100,https://photo-resize-zmp3.zadn.vn/w480_r1x1_jpeg/cover/9/1/a/5/91a5530c22b7ed73af1cb70d5f08bf01.jpg,147100,Đĩa mới,30,Tiếng Việt
43,3,1,Những bài hát hay nhất của Lynk Lee,123100,https://photo-resize-zmp3.zadn.vn/w480_r1x1_jpeg/cover/c/4/9/d/c49d15a1e0ee8cdb8aa456ae8e80a5ec.jpg,123100,Đĩa mới,30,Tiếng Việt
44,3,1,Lynk Lee và những người bạn,234100,https://photo-resize-zmp3.zadn.vn/w480_r1x1_jpeg/cover/c/4/9/d/c49d15a1e0ee8cdb8aa456ae8e80a5ec.jpg,234100,Đĩa mới,30,Tiếng Việt
45,3,1,Ngày ấy bạn và tôi,125100,https://i.ytimg.com/vi/om3EoR9H_KI/hqdefault.jpg,125100,Đĩa mới,30,Tiếng Việt
46,3,1,Big city boi,234100,	https://photo-resize-zmp3.zadn.vn/w480_r1x1_jpeg/cover/5/a/3/f/5a3fc3e7494404c21d2a535cd7f6709b.jpg,234100,Đĩa mới,30,Tiếng Việt
47,3,1,Binz comeback,195100,https://photo-resize-zmp3.zadn.vn/w480_r1x1_jpeg/cover/5/a/3/f/5a3fc3e7494404c21d2a535cd7f6709b.jpg,195100,Đĩa mới,30,Tiếng Việt
48,3,1,Hoa hồng dại,182100,https://zmp3-photo-fbcrawler.zadn.vn/covers/c/2/c270eb7dd0e8b6b2e46e7b8efb3a1362_1473331409.jpg,182100,Đĩa mới,30,Tiếng Việt
49,3,1,Phai dấu cuộc tình,319100,https://photo-resize-zmp3.zadn.vn/w480_r1x1_jpeg/cover/5/c/8/b/5c8bea63460464da39018228c690c937.jpg,319100,Đĩa mới,30,Tiếng Việt
50,3,1,Chỉ là em giấu đi,147100,https://d2p8jjwwnx090z.cloudfront.net/613/959/072/-179996987-1ta7321-c1qgq23seed2e95/original/file.jpg,147100,Đĩa mới,30,Tiếng Việt
76,2,1,Cao Bồi Viễn Tây,123100,https://salt.tikicdn.com/cache/w444/media/catalog/product/c/a/caoboimientay6_3.jpg,123100,Đĩa mới,30,Tiếng Việt
77,2,1,Anh Hùng Trái Đất (Trọn Bộ 26 Đĩa),234100,https://salt.tikicdn.com/cache/w444/media/catalog/product/a/n/anhhungtraidat-vcd11_1.jpg,234100,Đĩa mới,30,Tiếng Việt
78,2,1,Kim cương máu,125100,https://salt.tikicdn.com/cache/w444/media/catalog/product/b/l/blood_diamond1.jpg,125100,Đĩa mới,30,Tiếng Việt
79,2,1,Được sống,234100,https://salt.tikicdn.com/cache/w444/media/catalog/product/d/u/duoc_song_350px_.jpg,234100,Đĩa mới,30,Tiếng Việt
80,2,1,Truy lùng băng quỷ,195100,https://salt.tikicdn.com/cache/w444/media/catalog/product/d/s/dsc_8484.u634.d20160405.t110038.jpg,195100,Đĩa mới,30,Tiếng Việt
81,2,1,Kẻ Thế Mạng,123100,https://salt.tikicdn.com/cache/w444/media/catalog/product/k/e/kehuydiet35.jpg,123100,Đĩa mới,30,Tiếng Việt
82,2,1,Phương Án Ba Bông Hồng,234100,https://salt.tikicdn.com/cache/w444/media/catalog/product/d/s/dsc_8489.u634.d20160405.t103622.jpg,234100,Đĩa mới,30,Tiếng Việt
83,2,1,Ngọn Cờ Chiến Thắng,125100,https://salt.tikicdn.com/cache/w444/media/catalog/product/f/l/flags_of_our_fathers_12104.jpg,125100,Đĩa mới,30,Tiếng Việt
84,2,1,Mật Mã Sống Còn - Babylon,234100,https://salt.tikicdn.com/cache/w444/media/catalog/product/m/a/matmasongcon44.jpg,234100,Đĩa mới,30,Tiếng Việt
85,2,1,Geki Ranger - Siêu Nhân Mãnh Thú,195100,https://salt.tikicdn.com/cache/w444/media/catalog/product/8/8/8806.u634.d20160401.t115317.jpg,195100,Đĩa mới,30,Tiếng Việt
86,2,1,Trái tim bé bỏng,123100,https://salt.tikicdn.com/cache/w444/media/catalog/product/d/s/dsc_8276.u634.d20160405.t114030.jpg,123100,Đĩa mới,30,Tiếng Việt
87,2,1,Phút 89,234100,https://salt.tikicdn.com/cache/w444/media/catalog/product/d/s/dsc_8448.u634.d20160405.t103814.jpg,234100,Đĩa mới,30,Tiếng Việt
88,2,1,Không nơi ẩn nấp,125100,https://salt.tikicdn.com/cache/w444/media/catalog/product/8/8/8884.u634.d20160401.t163446.jpg,125100,Đĩa mới,30,Tiếng Việt
89,2,1,Anh chỉ có mình em,234100,https://salt.tikicdn.com/cache/w444/media/catalog/product/d/s/dsc_8362.u634.d20160401.t170308.jpg,234100,Đĩa mới,30,Tiếng Việt
90,2,1,Số phận một tình yêu,195100,https://salt.tikicdn.com/cache/w444/media/catalog/product/8/8/8863.u634.d20160405.t104951.jpg,195100,Đĩa mới,30,Tiếng Việt
